fecha_hora,valor_sensor,voltaje
2024-10-16 22:28:12,186,0.15
2024-10-16 22:28:13,178,0.14
2024-10-16 22:28:14,180,0.15
2024-10-16 22:28:15,180,0.15
2024-10-16 22:28:17,185,0.15
2024-10-16 22:28:18,175,0.14
2024-10-16 22:28:19,183,0.15
2024-10-16 22:28:20,176,0.14
2024-10-16 22:28:22,185,0.15
2024-10-16 22:28:23,183,0.15
2024-10-16 22:28:24,178,0.14
2024-10-16 22:28:25,176,0.14
2024-10-16 22:28:27,179,0.14
2024-10-16 22:28:28,173,0.14
2024-10-16 22:28:29,183,0.15
2024-10-16 22:28:30,183,0.15
2024-10-16 22:28:32,173,0.14
2024-10-16 22:28:33,182,0.15
2024-10-16 22:28:34,171,0.14
2024-10-16 22:28:35,181,0.15
2024-10-16 22:28:37,176,0.14
2024-10-16 22:28:38,181,0.15
2024-10-16 22:28:39,179,0.14
2024-10-16 22:28:40,176,0.14
2024-10-16 22:28:42,177,0.14
2024-10-16 22:28:43,177,0.14
2024-10-16 22:28:44,186,0.15
2024-10-16 22:28:45,176,0.14
2024-10-16 22:28:47,177,0.14
2024-10-16 22:28:48,173,0.14
2024-10-16 22:28:49,181,0.15
2024-10-16 22:28:50,174,0.14
2024-10-16 22:28:52,176,0.14
2024-10-16 22:28:53,176,0.14
2024-10-16 22:28:54,178,0.14
2024-10-16 22:28:55,176,0.14
2024-10-16 22:28:57,174,0.14
2024-10-16 22:28:58,176,0.14
2024-10-16 22:28:59,176,0.14
2024-10-16 22:29:00,176,0.14
2024-10-16 22:29:02,178,0.14
2024-10-16 22:29:03,176,0.14
2024-10-16 22:29:04,185,0.15
2024-10-16 22:29:05,187,0.15
2024-10-16 22:29:07,177,0.14
2024-10-16 22:29:08,180,0.15
2024-10-16 22:29:09,177,0.14
2024-10-16 22:29:10,180,0.15
2024-10-16 22:29:12,182,0.15
2024-10-16 22:29:13,174,0.14
2024-10-16 22:29:14,176,0.14
2024-10-16 22:29:15,187,0.15
2024-10-16 22:29:17,170,0.14
2024-10-16 22:29:18,182,0.15
2024-10-16 22:29:19,187,0.15
2024-10-16 22:29:20,181,0.15
2024-10-16 22:29:22,179,0.14
2024-10-16 22:29:23,178,0.14
2024-10-16 22:29:24,175,0.14
2024-10-16 22:29:25,179,0.14
2024-10-16 22:29:27,177,0.14
2024-10-16 22:29:28,171,0.14
2024-10-16 22:29:29,177,0.14
2024-10-16 22:29:30,178,0.14
2024-10-16 22:29:32,174,0.14
2024-10-16 22:29:33,180,0.15
2024-10-16 22:29:34,176,0.14
2024-10-16 22:29:35,176,0.14
